date,text,category,start_lat,start_lon,end_lat,end_lon,categories_standard
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.262884 ‐97.742411 30.263187 ‐97.744822 PSB7LSC4DQMZO 285506777 103,Trip Issues,30.262884,97.742411,30.263187,97.744822,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.231461 ‐97.685886 30.23577 ‐97.687136 LC55OJFG2AUNT 279017005 3,Trip Issues,30.231461,97.685886,30.23577,97.687136,Trips & Fares
9/1/2021,Fwd: Receipt for your Lime ride cannot_end_trip/loc k_vehicle___app_bu g 30.265057 ‐97.742409 30.270761 ‐97.751324 BTSD7TUI6FR7R 275782951 257,Trip Issues,30.265057,97.742409,30.270761,97.751324,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___app_bu g 30.264127 ‐97.74797 30.23501 ‐97.741003 6LQAZX4N7K7FT 279849864 765,Trip Issues,30.264127,97.74797,30.23501,97.741003,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (862) 354‐ 2249 cannot_end_trip/loc k_vehicle___app_bu g 30.267025 ‐97.743347 30.266278 ‐97.740837 UB5SULQKQKF7F 285587872 2,Trip Issues,30.267025,97.743347,30.266278,97.740837,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (609) 560‐ 5739 cannot_end_trip/loc k_vehicle___app_bu g 30.258731 ‐97.728656 30.248188 ‐97.750416 KRBJHTYTSH3MZ 282871397 3,Trip Issues,30.258731,97.728656,30.248188,97.750416,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (484) 787‐ 7843 cannot_end_trip/loc k_vehicle___app_bu g 30.261131 ‐97.758668 30.264779 ‐97.764824 R4737T6M7VATT 288321124 2,Trip Issues,30.261131,97.758668,30.264779,97.764824,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.257949 ‐97.73914 30.264598 ‐97.749026 5GWJWF6DYXJR3 278512667 1583,Trip Issues,30.257949,97.73914,30.264598,97.749026,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.26417 ‐97.730051 30.253685 ‐97.714783 HUOVNV3JQL6TY 286727574 2,Trip Issues,30.26417,97.730051,30.253685,97.714783,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.288709 ‐97.746647 30.283781 ‐97.744043 SN5WL4JNBIFRV 285589668 5,Trip Issues,30.288709,97.746647,30.283781,97.744043,Trips & Fares
9/1/2021,Phone Call from: Text user: +17372303529 cannot_end_trip/loc k_vehicle___app_bu g 30.263396 ‐97.742935 30.262977 ‐97.744099 22F63FPGUHBQM 283551420 4,Trip Issues,30.263396,97.742935,30.262977,97.744099,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.233983 ‐97.716355 30.234755 ‐97.715169 UQKOR3X5DZG4Y 276787797 123,Trip Issues,30.233983,97.716355,30.234755,97.715169,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___app_bu g 30.269716 ‐97.748537 30.28771 ‐97.74463 YKMFWXOCPMFEF 276218298 268,Trip Issues,30.269716,97.748537,30.28771,97.74463,Trips & Fares
9/1/2021,Canâ€™t disconnect fro scooter. Will not end trip. cannot_end_trip/loc k_vehicle___app_bu g 30.250492 ‐97.749495 30.25048 ‐97.74943 S66LIAP2PVTYM 276884493 1126,Trip Issues,30.250492,97.749495,30.25048,97.74943,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (512) 317‐ 7770 cannot_end_trip/loc k_vehicle___app_bu g 30.263936 ‐97.763478 30.269603 ‐97.770025 E6LLM64TM2VJE 279772227 3,Trip Issues,30.263936,97.763478,30.269603,97.770025,Trips & Fares
9/1/2021,Canâ€™t end a scooter ridezz cannot_end_trip/loc k_vehicle___app_bu g 36,Trip Issues,,,,,Trips & Fares
9/1/2021,My vehicle was broken or stopped working cannot_end_trip/loc k_vehicle___app_bu g 30.289574 ‐97.746591 AGJQVLUC6DIEO 281970181 287,Trip Issues,30.289574,97.746591,,,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.254812 ‐97.762432 30.258751 ‐97.759046 7JKRD3ELJUPYL 277186265 2,Trip Issues,30.254812,97.762432,30.258751,97.759046,Trips & Fares
9/1/2021,I had an incorrect charge cannot_end_trip/loc k_vehicle___app_bu g 30.29689 ‐97.742514 30.28835 ‐97.74841 FPCY6AJB6MRRP 278688764 220,Trip Issues,30.29689,97.742514,30.28835,97.74841,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.26923 ‐97.753351 30.273126 ‐97.750511 YOH4SO6LDIB4D 276482889 288,Trip Issues,30.26923,97.753351,30.273126,97.750511,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.280334 ‐97.742319 30.284495 ‐97.7482 DHOJPVSQEJDJX 284258145 7,Trip Issues,30.280334,97.742319,30.284495,97.7482,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___app_bu g 30.25401 ‐97.74785 30.26335 ‐97.7432 RQTUPPYJNNMFZ 276695661 147,Trip Issues,30.25401,97.74785,30.26335,97.7432,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.260265 ‐97.738693 30.253463 ‐97.747007 NLSWXPL3K7PUB 275852052 4,Trip Issues,30.260265,97.738693,30.253463,97.747007,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___app_bu g 30.28213 ‐97.74238 30.279597 ‐97.734722 WUKNM5HV43AXU 276480698 8,Trip Issues,30.28213,97.74238,30.279597,97.734722,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.264318 ‐97.733407 30.263008 ‐97.72458 DNMP4CFQNUVMD 278066477 7,Trip Issues,30.264318,97.733407,30.263008,97.72458,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (832) 860‐ 8073 cannot_end_trip/loc k_vehicle___app_bu g 30.27421 ‐97.742424 30.274524 ‐97.742986 YXYGPVZDZTUPW 277321023 2,Trip Issues,30.27421,97.742424,30.274524,97.742986,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.289965 ‐97.734128 30.288404 ‐97.728951 2J2JKIDZ6GBIF 286130525 4,Trip Issues,30.289965,97.734128,30.288404,97.728951,Trips & Fares
9/1/2021,Fwd: Receipt for your Lime ride cannot_end_trip/loc k_vehicle___app_bu g 30.265414 ‐97.747275 30.264981 ‐97.748947 663WJFCB7FJNA 276874162 1106,Trip Issues,30.265414,97.747275,30.264981,97.748947,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (504) 621‐ 2913 cannot_end_trip/loc k_vehicle___app_bu g 30.248844 ‐97.749647 30.248131 ‐97.742162 RU3FWJ6MMXSGC 275806242 2,Trip Issues,30.248844,97.749647,30.248131,97.742162,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.228832 ‐97.743486 30.232884 ‐97.74089 TBUBQAFJRAGZG 281890539 151,Trip Issues,30.228832,97.743486,30.232884,97.74089,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (580) 475‐ 5799 cannot_end_trip/loc k_vehicle___app_bu g 30.263336 ‐97.744812 30.267987 ‐97.742674 G5SLDERZ5JIAR 276391150 1,Trip Issues,30.263336,97.744812,30.267987,97.742674,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.264403 ‐97.733435 30.260833 ‐97.738374 BL524KNGU2NL7 283048964 4,Trip Issues,30.264403,97.733435,30.260833,97.738374,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (810) 705‐ 1812 cannot_end_trip/loc k_vehicle___app_bu g 30.264911 ‐97.743827 30.263528 ‐97.74442 5NUOSAJ2QB2RG 277787693 3,Trip Issues,30.264911,97.743827,30.263528,97.74442,Trips & Fares
9/1/2021,No pude finalizar mi paseo cannot_end_trip/loc k_vehicle___app_bu g 30.264369 ‐97.744104 30.262436 ‐97.741097 Z4KPIP55TV3LW 284282235 545,Trip Issues,30.264369,97.744104,30.262436,97.741097,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (979) 224‐ 6802 cannot_end_trip/loc k_vehicle___app_bu g 30.263444 ‐97.744423 30.265956 ‐97.748668 LW4DCBTYWTTWE 280197318 4,Trip Issues,30.263444,97.744423,30.265956,97.748668,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___app_bu g 30.267274 ‐97.743139 30.267592 ‐97.741605 QFK7AK57PH54G 281136643 414,Trip Issues,30.267274,97.743139,30.267592,97.741605,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.260757 ‐97.738001 30.266705 ‐97.737762 FBNR6KCI55SQB 278669979 239,Trip Issues,30.260757,97.738001,30.266705,97.737762,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.253795 ‐97.715566 30.224241 ‐97.726198 Z5K2QJ2MR2YY2 277794884 504,Trip Issues,30.253795,97.715566,30.224241,97.726198,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___app_bu g 30.277336 ‐97.742066 30.28376 ‐97.74206 M6OGEIOOVTPXN 276881436 24,Trip Issues,30.277336,97.742066,30.28376,97.74206,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (919) 214‐ 4506 cannot_end_trip/loc k_vehicle___app_bu g 7,Trip Issues,,,,,Trips & Fares
9/1/2021,Fwd: Receipt for your Lime ride cannot_end_trip/loc k_vehicle___app_bu g 726,Trip Issues,,,,,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___app_bu g 9,Trip Issues,,,,,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.283124 ‐97.734167 30.283718 ‐97.739265 DY3RW34BTWDG4 283100343 235,Trip Issues,30.283124,97.734167,30.283718,97.739265,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (561) 951‐ 7773 cannot_end_trip/loc k_vehicle___app_bu g 30.260043 ‐97.75453 30.263153 ‐97.762809 FJ6VHTQ2YTFD7 286189642 2,Trip Issues,30.260043,97.75453,30.263153,97.762809,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.259369 ‐97.715655 30.259325 ‐97.714574 7OZFXRZKPWNLI 275830954 2,Trip Issues,30.259369,97.715655,30.259325,97.714574,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (516) 428‐ 2494 cannot_end_trip/loc k_vehicle___app_bu g 30.259985 ‐97.738432 30.265715 ‐97.738552 FOS5TEHHIPQHB 279268384 3,Trip Issues,30.259985,97.738432,30.265715,97.738552,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (409) 229‐ 6789 cannot_end_trip/loc k_vehicle___app_bu g 30.268022 ‐97.746576 30.26912 ‐97.74261 G3TBBMYUAMX4J 277772385 7,Trip Issues,30.268022,97.746576,30.26912,97.74261,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___app_bu g 30.261895 ‐97.755672 30.261373 ‐97.754791 RCLFFBSKA3Y7O 277257411 62,Trip Issues,30.261895,97.755672,30.261373,97.754791,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.269977 ‐97.751125 30.265035 ‐97.762315 QQXWDLBS4LTHX 275292897 4,Trip Issues,30.269977,97.751125,30.265035,97.762315,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.261895 ‐97.717077 30.261962 ‐97.716503 QGH6PW3TA4BEE 284225465 44,Trip Issues,30.261895,97.717077,30.261962,97.716503,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___app_bu g 30.267374 ‐97.741191 30.26344 ‐97.74438 EENMXAVDLAGJN 276300079 8,Trip Issues,30.267374,97.741191,30.26344,97.74438,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (414) 499‐ 8515 cannot_end_trip/loc k_vehicle___app_bu g 30.235927 ‐97.721822 30.240353 ‐97.711966 QC7ZLJEVJHBRB 279149043 5,Trip Issues,30.235927,97.721822,30.240353,97.711966,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.24749 ‐97.733859 30.258627 ‐97.738715 BWHH4AN5STLDD 275798978 191,Trip Issues,30.24749,97.733859,30.258627,97.738715,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___app_bu g 30.22628 ‐97.75613 30.2271 ‐97.75515 EYUBH7OYERLTK 288299328 126,Trip Issues,30.22628,97.75613,30.2271,97.75515,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.31902 ‐97.754544 30.322552 ‐97.740661 VYMDBGXC7XPM5 276105186 417,Trip Issues,30.31902,97.754544,30.322552,97.740661,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___app_bu g 30.264625 ‐97.742907 30.249491 ‐97.74994 CQVM5FNKSK2OH 277230286 35,Trip Issues,30.264625,97.742907,30.249491,97.74994,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___app_bu g 30.264625 ‐97.742907 30.249491 ‐97.74994 CQVM5FNKSK2OH 277230286 34,Trip Issues,30.264625,97.742907,30.249491,97.74994,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___app_bu g 30.264625 ‐97.742907 30.249491 ‐97.74994 CQVM5FNKSK2OH 277230286 87,Trip Issues,30.264625,97.742907,30.249491,97.74994,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___app_bu g 30.264625 ‐97.742907 30.249491 ‐97.74994 CQVM5FNKSK2OH 277230286 85,Trip Issues,30.264625,97.742907,30.249491,97.74994,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (720) 737‐ 0770 cannot_end_trip/loc k_vehicle___app_bu g 30.264128 ‐97.745821 30.260231 ‐97.738329 YJVRMPEFHQMFL 281521253 1,Trip Issues,30.264128,97.745821,30.260231,97.738329,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.269276 ‐97.740092 30.263177 ‐97.743185 4EFRVYFG7RJFX 286096103 26,Trip Issues,30.269276,97.740092,30.263177,97.743185,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (714) 273‐ 2776 cannot_end_trip/loc k_vehicle___app_bu g 30.283813 ‐97.742351 30.283597 ‐97.742783 X5BT5KQCCWVJP 279035611 2,Trip Issues,30.283813,97.742351,30.283597,97.742783,Trips & Fares
9/1/2021,I was charged incorrectly cannot_end_trip/loc k_vehicle___app_bu g 30.295764 ‐97.74301 30.284691 ‐97.745081 QSPK7MC52REGJ 278551753 3,Trip Issues,30.295764,97.74301,30.284691,97.745081,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___app_bu g 30.267348 ‐97.74085 30.27259 ‐97.740927 NDUSDCWUFTKY3 278587391 1803,Trip Issues,30.267348,97.74085,30.27259,97.740927,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.25457 ‐97.746822 30.269762 ‐97.749103 L5HFHJCBVYOEG 274813412 150,Trip Issues,30.25457,97.746822,30.269762,97.749103,Trips & Fares
9/1/2021,Unable to end ride through Uber app cannot_end_trip/loc k_vehicle___app_bu g 840,Trip Issues,,,,,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___app_bu g 1497,Trip Issues,,,,,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___app_bu g 7504,Trip Issues,,,,,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___app_bu g 30.295312 ‐97.743003 30.28486 ‐97.745647 AORGXAHCTQ4FB 282405437 12,Trip Issues,30.295312,97.743003,30.28486,97.745647,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___app_bu g 30.306876 ‐97.71388 30.284169 ‐97.708234 QUCIB4DFJAA2O 279237850 39,Trip Issues,30.306876,97.71388,30.284169,97.708234,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.259532 ‐97.723507 30.262344 ‐97.724586 BFGKYCMYLGD2A 275552771 5,Trip Issues,30.259532,97.723507,30.262344,97.724586,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.269144 ‐97.746567 30.260413 ‐97.73896 N7T3ZVMKEOEKM 275867649 8,Trip Issues,30.269144,97.746567,30.260413,97.73896,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___app_bu g 30.270781 ‐97.749182 30.27071 ‐97.75009 5SACOGEJZZPZF 278657767 299,Trip Issues,30.270781,97.749182,30.27071,97.75009,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.231001 ‐97.725693 30.265564 ‐97.745649 MOWRHDLKGWNZX 277670868 764,Trip Issues,30.231001,97.725693,30.265564,97.745649,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (817) 719‐ 7151 cannot_end_trip/loc k_vehicle___app_bu g 30.278998 ‐97.736265 30.279348 ‐97.737082 UZ2FMCGUNWJ4E 282273897 2,Trip Issues,30.278998,97.736265,30.279348,97.737082,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (808) 721‐ 9542 cannot_end_trip/loc k_vehicle___app_bu g 30.26021 ‐97.73924 30.265707 ‐97.740292 TDYW2ALH3S3B7 275809401 2,Trip Issues,30.26021,97.73924,30.265707,97.740292,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (214) 236‐ 3954 cannot_end_trip/loc k_vehicle___app_bu g 30.268634 ‐97.742873 30.264192 ‐97.74415 K3ICHAL5MDILN 275798828 9,Trip Issues,30.268634,97.742873,30.264192,97.74415,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.283711 ‐97.741981 30.286893 ‐97.746304 MFB6YKSWFPSVM 283884660 3,Trip Issues,30.283711,97.741981,30.286893,97.746304,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (832) 245‐ 9244 cannot_end_trip/loc k_vehicle___app_bu g 30.259856 ‐97.754821 30.264759 ‐97.74 ISMCHMHKMKTQR 275259137 6,Trip Issues,30.259856,97.754821,30.264759,97.74,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (848) 448‐ 4262 cannot_end_trip/loc k_vehicle___app_bu g 30.273632 ‐97.74953 30.278485 ‐97.743827 IPKSG2NCNPOV4 285107455 5,Trip Issues,30.273632,97.74953,30.278485,97.743827,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___app_bu g 30.264116 ‐97.75612 30.25477 ‐97.74452 ZOW422BAHHECV 275566456 370,Trip Issues,30.264116,97.75612,30.25477,97.74452,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.280466 ‐97.757853 30.26514 ‐97.76886 334MABWYQGGJX 286643781 3,Trip Issues,30.280466,97.757853,30.26514,97.76886,Trips & Fares
9/1/2021,Phone Call from: Text user: +12068989792 cannot_end_trip/loc k_vehicle___app_bu g 30.282262 ‐97.743999 30.262592 ‐97.738416 LMVK723AE3CQP 275618428 2,Trip Issues,30.282262,97.743999,30.262592,97.738416,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.212438 ‐97.751983 30.212312 ‐97.752099 HLGIW5UYVIWB6 274637898 12,Trip Issues,30.212438,97.751983,30.212312,97.752099,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___app_bu g 30.2418 ‐97.759493 30.241761 ‐97.759412 HHN4PDMDECUG7 276928274 13,Trip Issues,30.2418,97.759493,30.241761,97.759412,Trips & Fares
9/1/2021,I forgot to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.28354 ‐97.741929 30.288938 ‐97.744634 5APG6VVRFSIRF 277564206 54,Trip Issues,30.28354,97.741929,30.288938,97.744634,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.289464 ‐97.734992 30.2698 ‐97.748227 WJEV2GDHMRVNN 286069620 112,Trip Issues,30.289464,97.734992,30.2698,97.748227,Trips & Fares
9/1/2021,Phone Call from: Lime Rider cannot_end_trip/loc k_vehicle___app_bu g 30.279396 ‐97.74239 30.281664 ‐97.74218 BZM5WA6GGBA4Y 284711288 2,Trip Issues,30.279396,97.74239,30.281664,97.74218,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___app_bu g 30.254432 ‐97.747768 30.25447 ‐97.746477 YLS37CZJOUTIA 274726420 33,Trip Issues,30.254432,97.747768,30.25447,97.746477,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___app_bu g 30.291365 ‐97.741371 30.287349 ‐97.746736 PDH34UDDBRNG3 278710259 100,Trip Issues,30.291365,97.741371,30.287349,97.746736,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___app_bu g 30.261601 ‐97.738013 30.268034 ‐97.74665 VIPJX5OLD7MNS 282473447 34,Trip Issues,30.261601,97.738013,30.268034,97.74665,Trips & Fares
9/1/2021,Phone Call from: Text user: +12144993401 cannot_end_trip/loc k_vehicle___app_bu g 30.284738 ‐97.742709 30.289456 ‐97.749679 XPBF4YYJ2ODZ3 226391870 6,Trip Issues,30.284738,97.742709,30.289456,97.749679,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___app_bu g 365,Trip Issues,,,,,Trips & Fares
